Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,89996,1.48496,165,092,,,INTERNET,2014 ,Enero
NARANJAS,40910,63875,156,024,,,INTERNET,2014 ,Enero
MANDARINAS,12938,16952,131,047,,,INTERNET,2014 ,Enero
LIMONES,2347,4199,179,017,,,INTERNET,2014 ,Enero
PLATANOS,8175,13974,171,039,,,INTERNET,2014 ,Enero
MANZANAS,6519,11076,17,033,,,INTERNET,2014 ,Enero
PERAS,5850,8670,148,024,,,INTERNET,2014 ,Enero
MELOCOTONES,000,000,0,0,,,INTERNET,2014 ,Enero
ALBARICOQUES,000,000,0,0,,,INTERNET,2014 ,Enero
FRESAS/FRESON,2619,11771,449,004,,,INTERNET,2014 ,Enero
MELON,815,1221,15,003,,,INTERNET,2014 ,Enero
SANDIA,000,000,0,0,,,INTERNET,2014 ,Enero
CIRUELAS,000,000,0,0,,,INTERNET,2014 ,Enero
CEREZAS,000,000,0,0,,,INTERNET,2014 ,Enero
UVAS,785,911,116,001,,,INTERNET,2014 ,Enero
KIWI,1854,3448,186,011,,,INTERNET,2014 ,Enero
AGUACATE,1121,3162,282,005,,,INTERNET,2014 ,Enero
PIÑA,2519,3112,124,004,,,INTERNET,2014 ,Enero
OTRAS FRUTAS FRESCAS,3544,6126,173,015,,,INTERNET,2014 ,Enero
FRUTAS IV GAMA,575,1131,197,003,,,INTERNET,2014 ,Enero
FRUTAS ECOLOGICAS,19198,31942,166,008,,,INTERNET,2014 ,Enero
