Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,55.22289,56.76545,103,6222,,,SUPERMERCADO,2020 ,Enero
PATATAS FRESCAS,31.67878,31.91399,101,4069,,,SUPERMERCADO,2020 ,Enero
PATATAS CONGELADAS,3.22673,3.87990,12,95,,,SUPERMERCADO,2020 ,Enero
PATATAS PROCESADAS,4.06348,20.97156,516,3971,,,SUPERMERCADO,2020 ,Enero
PATATAS FRITAS,3.34686,19.85071,593,3805,,,SUPERMERCADO,2020 ,Enero
T.HORTALIZAS FRESCAS,104.89398,216.76111,207,8797,,,SUPERMERCADO,2020 ,Enero
TOMATES,20.21934,37.50855,186,5826,,,SUPERMERCADO,2020 ,Enero
CEBOLLAS,12.24504,15.88377,13,413,,,SUPERMERCADO,2020 ,Enero
AJOS,1.04625,4.92262,471,1886,,,SUPERMERCADO,2020 ,Enero
COLES,3.43863,4.13905,12,1327,,,SUPERMERCADO,2020 ,Enero
PEPINOS,2.62618,4.10380,156,1593,,,SUPERMERCADO,2020 ,Enero
JUDIAS VERDES,2.46222,7.66253,311,1596,,,SUPERMERCADO,2020 ,Enero
PIMIENTOS,8.45733,16.68740,197,4361,,,SUPERMERCADO,2020 ,Enero
CHAMPIÑONES+O.SETAS,3.49840,14.79639,423,3047,,,SUPERMERCADO,2020 ,Enero
LECHUGA/ESC./ENDIVIA,8.14176,25.29238,311,4902,,,SUPERMERCADO,2020 ,Enero
ESPARRAGOS,60667,2.88346,475,529,,,SUPERMERCADO,2020 ,Enero
VERDURAS DE HOJA,1.64298,6.19234,377,165,,,SUPERMERCADO,2020 ,Enero
BERENJENAS,2.37324,4.28760,181,1567,,,SUPERMERCADO,2020 ,Enero
ZANAHORIAS,9.47770,7.73508,082,3928,,,SUPERMERCADO,2020 ,Enero
CALABACINES,8.16973,13.40393,164,3483,,,SUPERMERCADO,2020 ,Enero
OTR.HORTALIZAS/VERD.,20.48850,51.26221,25,6079,,,SUPERMERCADO,2020 ,Enero
BROCOLI,2.79266,5.92609,212,1624,,,SUPERMERCADO,2020 ,Enero
ALCACHOFAS,2.09264,5.58054,267,1079,,,SUPERMERCADO,2020 ,Enero
APIO,95116,1.66886,175,705,,,SUPERMERCADO,2020 ,Enero
COLIFLOR,1.58704,3.04751,192,669,,,SUPERMERCADO,2020 ,Enero
VERD./HORT. IV GAMA,14.42521,46.49748,322,5457,,,SUPERMERCADO,2020 ,Enero
PUERRO,2.47897,6.59329,266,2109,,,SUPERMERCADO,2020 ,Enero
