,PRODUCTOS,Semana10
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 10
4,,02/03 - 08/03
5,FRUTAS,
6,Limón  (€/100 kg),38.70926781507206
7,Naranja  (€/100 kg),27.814582786095794
8,Manzana Golden (€/100 kg),37.81749968671403
9,Pera Blanquilla  (€/100kg),67.16300871018281
10,Aguacate (€/100 kg),225.21204889149908
11,Plátano (€/100 kg),14.97
12,HORTALIZAS,
13,Acelga (€/100kg),54.287979724837065
14,Alcachofa (€/100kg),55.87558869305514
15,Berenjena (€/100 kg),29.774747163955485
16,Calabacín (€/100 kg),22.89205476305332
17,Cebolla (€/100 kg),10.26436454009527
18,Champiñón (€/100kg),171.18788902818866
19,Coliflor (€/100kg),40.70509439359268
20,Col-repollo (€/100kg),30.26762264618434
21,Escarola (€/100 ud),27.680695708712616
22,Espinaca (€/100 kg),83.68604019923471
23,Fresa (€/100 kg),116.5
24,Haba verde (€/100 kg),107.1766174801362
25,Judía verde tipo plana (€/100 kg),199.96070561912325
26,Lechuga Romana (€/100 ud),19.24817197596644
27,Pepino (€/100 kg),46.29662292434066
28,Pimiento verde tipo italiano (€/100 kg),114.87725576560676
29,Puerro (€/100 kg),54.038506163886865
30,Tomate liso (€/100 kg),59.41582806117981
31,Zanahoria (€/100 kg) ,20.928150224911906
32,Patata (€/100 kg) ,25.140244810599942
33,,
34,,
35,,
