,PRODUCTOS,Semana04
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 04
4,,20 - 26/01
5,FRUTAS,
6,Clementina  (€/100 kg),40.86509950646761
7,Limón  (€/100 kg),41.312063936938905
8,Naranja  (€/100 kg),25.765074592840854
9,Aguacate (€/100 kg),219.53985172643783
10,Manzana Golden (€/100 kg),37.67582403065261
11,Pera Blanquilla  (€/100kg),66.01765391000909
12,Plátano (€/100 kg),28.53
13,HORTALIZAS,
14,Acelga (€/100kg),65.09616801768607
15,Alcachofa (€/100kg),131.47257307100642
16,Berenjena (€/100 kg),119.88098784038715
17,Calabacín (€/100 kg),134.37882764538912
18,Cebolla (€/100 kg),9.403205228214329
19,Champiñón (€/100kg),173.65059625137053
20,Coliflor (€/100kg),64.80815287128716
21,Col-repollo (€/100kg),32.87060117302054
22,Escarola (€/100 ud),45.3186362124404
23,Espinaca (€/100 kg),107.91824966078696
24,Fresa (€/100 kg),258
25,Haba verde (€/100 kg),178.51155934833204
26,Judía verde tipo plana (€/100 kg),196.28463499001035
27,Lechuga Romana (€/100 ud),30.80828091106291
28,Pepino (€/100 kg),88.07882839248728
29,Pimiento verde tipo italiano (€/100 kg),76.94447111580057
30,Puerro (€/100 kg),56.44952874307505
31,Tomate liso (€/100 kg),64.94656581384537
32,Zanahoria (€/100 kg) ,19.000000000000004
33,Patata (€/100 kg) ,20.777148699326332
34,,
35,,
