,PRODUCTOS,Semana16
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 16
4,,13/04 - 19/04
5,FRUTAS,
6,Limón  (€/100 kg),56.48361368209257
7,Naranja  (€/100 kg),51.06437894326724
8,Manzana Golden (€/100 kg),36.87984976903245
9,Aguacate (€/100 kg),219.5838149732186
10,Níspero (€/100 kg),100.8502730868228
11,Plátano (€/100 kg),20
12,HORTALIZAS,
13,Acelga (€/100kg),61.079409667347655
14,Alcachofa (€/100kg),62.216728386749246
15,Berenjena (€/100 kg),34.177013959315154
16,Calabacín (€/100 kg),40.43140157824934
17,Cebolla (€/100 kg),23.11832605615172
18,Champiñón (€/100kg),170.47
19,Coliflor (€/100kg),82.94110640699972
20,Col-repollo (€/100kg),34.79402049957407
21,Escarola (€/100 ud),42.660908509277036
22,Espárrago (€/100kg),224.79799923950654
23,Espinaca (€/100 kg),96.23818823729607
24,Fresa (€/100 kg),84
25,Haba verde (€/100 kg),72.57360672975814
26,Judía verde tipo plana (€/100 kg),171.87103351126927
27,Lechuga Romana (€/100 ud),27.643366713935695
28,Pepino (€/100 kg),17.280296358947098
29,Pimiento verde tipo italiano (€/100 kg),101.43482370623788
30,Puerro (€/100 kg),49.99999999999999
31,Tomate liso (€/100 kg),73.49692866465465
32,Zanahoria (€/100 kg) ,32.89254842168289
33,Patata (€/100 kg) ,55.60469285242238
34,,
35,,
