,PRODUCTOS,Semana14
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 14
4,,30/03 - 05/04
5,FRUTAS,
6,Limón  (€/100 kg),47.726713615023485
7,Naranja  (€/100 kg),36.07464836004626
8,Manzana Golden (€/100 kg),36.87984976903245
9,Aguacate (€/100 kg),226.39028114197725
10,Níspero (€/100 kg),125.37911984430912
11,Plátano (€/100 kg),15.17
12,HORTALIZAS,
13,Acelga (€/100kg),55.767248032298326
14,Alcachofa (€/100kg),51.98527501232134
15,Berenjena (€/100 kg),47.24601234862494
16,Calabacín (€/100 kg),96.18407274535808
17,Cebolla (€/100 kg),18.02623448616695
18,Champiñón (€/100kg),169.05750765529476
19,Coliflor (€/100kg),98.31639247943595
20,Col-repollo (€/100kg),32.73535654298719
21,Escarola (€/100 ud),33.1032269630692
22,Espárrago (€/100kg),230.18918331335462
23,Espinaca (€/100 kg),76.53584478191198
24,Fresa (€/100 kg),81
25,Haba verde (€/100 kg),89.9626936558009
26,Judía verde tipo plana (€/100 kg),192.34421467257508
27,Lechuga Romana (€/100 ud),27.092167653286065
28,Pepino (€/100 kg),21.190129436723346
29,Pimiento verde tipo italiano (€/100 kg),129.3431541508136
30,Puerro (€/100 kg),54.93572928788543
31,Tomate liso (€/100 kg),73.62142941184567
32,Zanahoria (€/100 kg) ,33.32820063784954
33,Patata (€/100 kg) ,49.19084577906855
34,,
35,,
