,PRODUCTOS,Semana26
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 26
4,,22/06 - 28/06
5,FRUTAS,
6,Limón  (€/100 kg),44.14187269221469
7,Naranja - Grupo Blancas (€/100 kg),55.83986443977159
8,Manzana Golden (€/100 kg),55.6561349602219
9,Albaricoque (€/100 kg),62.91938455139251
10,Cereza (€/100 kg),209.1169288886766
11,Ciruela (€/100 kg),54.174302030586254
12,Melocotón (€/100 kg),58.99692346874947
13,Nectarina (€/100 kg),73.23157210624109
14,Aguacate (€/100 kg),244.11
15,Plátano (€/100 kg),33.75
16,Uva de mesa (€/100 kg),75
17,HORTALIZAS,
18,Acelga (€/100kg),64.47784589609773
19,Ajo (€/100kg),164.90841662647745
20,Berenjena (€/100 kg),28.758636270491806
21,Calabacín (€/100 kg),20.599330290707094
22,Cebolla (€/100 kg),15.240065216597959
23,Champiñón (€/100kg),136.94132167466094
24,Coliflor (€/100kg),82.35707980069114
25,Col-repollo (€/100kg),18.109549441786285
26,Espárrago (€/100kg),135
27,Haba verde (€/100 kg),99.07667121418827
28,Judía verde tipo plana (€/100 kg),154.5903130229836
29,Lechuga Romana (€/100 ud),28.21084011898112
30,Melón Piel de Sapo (€/100 kg),31.44001511072955
31,Pepino (€/100 kg),23.951869051146442
32,Pimiento verde tipo italiano (€/100 kg),67.39364095204844
33,Puerro (€/100 kg),40.663451405785345
34,Sandía (€/100 kg),21.705034504302866
35,Tomate liso (€/100 kg),54.215727641994974
