,PRODUCTOS,Semana15
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 15
4,,06/04 - 1204
5,FRUTAS,
6,Limón  (€/100 kg),51.04033266264253
7,Naranja  (€/100 kg),47.634438384704936
8,Manzana Golden (€/100 kg),36.87984976903245
9,Aguacate (€/100 kg),223.95024120297268
10,Níspero (€/100 kg),124.26442337874319
11,Plátano (€/100 kg),15.44
12,HORTALIZAS,
13,Acelga (€/100kg),58.159546683496586
14,Alcachofa (€/100kg),50.606577018673114
15,Berenjena (€/100 kg),37.03680079142556
16,Calabacín (€/100 kg),74.76991492042438
17,Cebolla (€/100 kg),21.92996396120902
18,Champiñón (€/100kg),168.32044614984014
19,Coliflor (€/100kg),113.75659350708733
20,Col-repollo (€/100kg),34.70135747849743
21,Escarola (€/100 ud),35.787846086386814
22,Espárrago (€/100kg),225.5157554161864
23,Espinaca (€/100 kg),82.47161909552462
24,Fresa (€/100 kg),78
25,Haba verde (€/100 kg),85.90978794251664
26,Judía verde tipo plana (€/100 kg),170.01946947316597
27,Lechuga Romana (€/100 ud),27.486994617526197
28,Pepino (€/100 kg),21.962633740593052
29,Pimiento verde tipo italiano (€/100 kg),143.22203409748406
30,Puerro (€/100 kg),50.96786464394272
31,Tomate liso (€/100 kg),82.1608902726974
32,Zanahoria (€/100 kg) ,33.342989821351495
33,Patata (€/100 kg) ,57.89683126106907
34,,
35,,
