,PRODUCTOS,Semana48
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 48
4,,23/11-29/11
5,FRUTAS,
6,Clementina  (€/100 kg),24.24611176178305
7,Limón  (€/100 kg),26.072604876384297
8,Mandarina (€/100 kg),36.02493011924973
9,Naranja grupo Blancas (€/100 kg),26.348558279432176
10,Naranja grupo Navel (€/100 kg),25.197381211995115
11,Manzana Golden (€/100 kg),56.68272974877249
12,Pera Blanquilla (€/100 kg),53.09952530313622
13,Pera Conferencia (€/100 kg),66.28069868406688
14,Aguacate (€/100 kg),172.87475425776222
15,Caqui (€/100 kg),30.36090951673826
16,Granada (€/100 kg),61.41999365174203
17,Plátano (€/100 kg),51.37
18,Uva de mesa (€/100 kg),75
19,HORTALIZAS,
20,Acelga (€/100kg),54.18946285812003
21,Ajo (€/100kg),155.61391828707426
22,Alcachofa (€/100kg),141.57617285154893
23,Berenjena (€/100 kg),33.90722768023046
24,Brócoli (€/100 kg),36.922388451635015
25,Calabacín (€/100 kg),36.35120372114623
26,Cebolla (€/100 kg),16.322871533259825
27,Champiñón (€/100kg),160.78537659961447
28,Coliflor (€/100 kg),37.07171952750578
29,Col-repollo hoja lisa (€/100 kg),34.16181746367611
30,Escarola (€/100 ud),34.66806009071351
31,Espinaca (€/100 kg),114.46209499842718
32,Haba verde (€/100 kg),116.5
33,Judía verde tipo plana (€/100 kg),148.55732393475364
34,Lechuga Romana (€/100 ud),20.71620112939808
35,Pepino (€/100 kg),29.97973375508465
