,PRODUCTOS,Semana03
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 03
4,,13 - 19/01
5,FRUTAS,
6,Clementina  (€/100 kg),40.52933563894598
7,Limón  (€/100 kg),41.10428946792205
8,Naranja  (€/100 kg),25.676554664946416
9,Aguacate (€/100 kg),216.9403532399569
10,Manzana Golden (€/100 kg),37.814989508779576
11,Pera Blanquilla  (€/100kg),66.01765391000909
12,Plátano (€/100 kg),28.76
13,HORTALIZAS,
14,Acelga (€/100kg),58.13798820928518
15,Alcachofa (€/100kg),131.45591450085013
16,Berenjena (€/100 kg),116.38429018516241
17,Calabacín (€/100 kg),112.8726609017097
18,Cebolla (€/100 kg),10.852086258602457
19,Champiñón (€/100kg),173.4642339337874
20,Coliflor (€/100kg),57.793135445544586
21,Col-repollo (€/100kg),33.34814882697948
22,Escarola (€/100 ud),45.724856414236605
23,Espinaca (€/100 kg),100.93928086838532
24,Fresa (€/100 kg),292
25,Haba verde (€/100 kg),164.0024049650892
26,Judía verde tipo plana (€/100 kg),203.57308802889577
27,Lechuga Romana (€/100 ud),29.02103850325379
28,Pepino (€/100 kg),85.52537954574274
29,Pimiento verde tipo italiano (€/100 kg),79.70271102611447
30,Puerro (€/100 kg),55.537592632563495
31,Tomate liso (€/100 kg),62.64495221790114
32,Zanahoria (€/100 kg) ,19.000000000000004
33,Patata (€/100 kg) ,20.52207072678217
34,,
35,,
