,PRODUCTOS,Semana23
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 23
4,,01/06 - 07/06
5,FRUTAS,
6,Limón  (€/100 kg),60.76993151113803
7,Naranja - Grupo Blancas (€/100 kg),46.45618440551035
8,Manzana Golden (€/100 kg),53.661165036353886
9,Albaricoque (€/100 kg),76.5225303190165
10,Cereza (€/100 kg),239.09044876021562
11,Ciruela (€/100 kg),58.41
12,Melocotón (€/100 kg),71.13344314797425
13,Nectarina (€/100 kg),87.08783351069434
14,Aguacate (€/100 kg),217.06
15,Higo / breva (€/100 kg),235.99999999999997
16,Níspero (€/100 kg),109.45376548121467
17,Plátano (€/100 kg),30.53
18,HORTALIZAS,
19,Acelga (€/100kg),61.9554272721904
20,Ajo (€/100kg),165.0515858671467
21,Berenjena (€/100 kg),21.382376479963572
22,Calabacín (€/100 kg),28.468504877042527
23,Cebolla (€/100 kg),12.059951611380846
24,Champiñón (€/100kg),167.97911478985247
25,Coliflor (€/100kg),96.19266382725148
26,Col-repollo (€/100kg),25.030842177213906
27,Espárrago (€/100kg),108.05998580288089
28,Haba verde (€/100 kg),74.20912482283262
29,Judía verde tipo plana (€/100 kg),162.59213185835557
30,Lechuga Romana (€/100 ud),25.99567253147088
31,Melón Piel de Sapo (€/100 kg),70.1299086373352
32,Pepino (€/100 kg),45.400276639025435
33,Pimiento verde tipo italiano (€/100 kg),63.85250846385087
34,Puerro (€/100 kg),47.01754948232523
35,Sandía (€/100 kg),43.76896083011702
