,PRODUCTOS,Semana49
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 49
4,,30/11-06/12
5,FRUTAS,
6,Clementina  (€/100 kg),22.73442735536035
7,Limón  (€/100 kg),25.000000000000004
8,Mandarina (€/100 kg),37.70411205395573
9,Naranja grupo Blancas (€/100 kg),26.857321659530353
10,Naranja grupo Navel (€/100 kg),25.811974830697707
11,Manzana Golden (€/100 kg),58.14055322896228
12,Pera Blanquilla (€/100 kg),50.79704213160792
13,Pera Conferencia (€/100 kg),67.55844179390724
14,Aguacate (€/100 kg),175.0851251678655
15,Caqui (€/100 kg),31.70627074073212
16,Granada (€/100 kg),59
17,Plátano (€/100 kg),31.52
18,Uva de mesa (€/100 kg),75
19,HORTALIZAS,
20,Acelga (€/100kg),57.09792339151715
21,Ajo (€/100kg),155.61391828707426
22,Alcachofa (€/100kg),152.9472122663323
23,Berenjena (€/100 kg),44.38571682786717
24,Brócoli (€/100 kg),34.5397090120973
25,Calabacín (€/100 kg),33.45135864902722
26,Cebolla (€/100 kg),16.755129761192833
27,Champiñón (€/100kg),166.48804968324734
28,Coliflor (€/100 kg),35.49
29,Col-repollo hoja lisa (€/100 kg),32.66770776539196
30,Escarola (€/100 ud),32.5940282120353
31,Espinaca (€/100 kg),112.80117309512686
32,Haba verde (€/100 kg),121.24809730761078
33,Judía verde tipo plana (€/100 kg),168.27001480095186
34,Lechuga Romana (€/100 ud),20.01497470909863
35,Pepino (€/100 kg),38.01472539707688
