,PRODUCTOS,Semana33
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 33
4,,10/08-16/08
5,FRUTAS,
6,Clementina  (€/100 kg),38.01966872153381
7,Limón  (€/100 kg),23.750000000000004
8,Naranja grupo Navel (€/100 kg),28.25
9,Satsuma (€/100 kg),25.079096661575388
10,Manzana Golden (€/100 kg),54.99999999999999
11,Pera Blanquilla (€/100 kg),54.2694145758662
12,Albaricoque (€/100 kg),108.95445667321385
13,Cereza (€/100 kg),200.0201450443191
14,Ciruela (€/100 kg),43.750829049071704
15,Melocotón (€/100 kg),70.28501652211862
16,Nectarina (€/100 kg),88.55876454301304
17,Aguacate (€/100 kg),333.26
18,Higo (€/100 kg),123.4307168420596
19,Plátano (€/100 kg),56.29
20,Uva de mesa (€/100 kg),68.60451084997082
21,HORTALIZAS,
22,Acelga (€/100kg),74.8702857900084
23,Ajo (€/100kg),123.7565501662398
24,Berenjena (€/100 kg),53.678434089464936
25,Calabacín (€/100 kg),32.866423857125966
26,Cebolla (€/100 kg),11.816216228850712
27,Champiñón (€/100kg),133.65706564398116
28,Judía verde tipo plana (€/100 kg),163.6037386355677
29,Lechuga Romana (€/100 ud),21.799429678392347
30,Melón Piel de Sapo (€/100 kg),34.08393775772224
31,Pepino (€/100 kg),41.58151344898481
32,Pimiento verde tipo italiano (€/100 kg),65.85541112304553
33,Puerro (€/100 kg),56.30254176960764
34,Sandía (€/100 kg),18.9858144094406
35,Tomate liso (€/100 kg),46.03378212213519
