,PRODUCTOS,Semana47
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 47
4,,16/11-22/11
5,FRUTAS,
6,Clementina  (€/100 kg),24.80263188984733
7,Limón  (€/100 kg),29.61917831959826
8,Mandarina (€/100 kg),36.11042796034393
9,Naranja grupo Blancas (€/100 kg),27.0507479672799
10,Naranja grupo Navel (€/100 kg),24.483059389801106
11,Satsuma (€/100 kg),36
12,Manzana Golden (€/100 kg),58.53267800342117
13,Pera Blanquilla (€/100 kg),53.09952530313622
14,Pera Conferencia (€/100 kg),64.92574996628284
15,Aguacate (€/100 kg),171.21200241843385
16,Caqui (€/100 kg),29.40577741456462
17,Granada (€/100 kg),61.41999365174203
18,Plátano (€/100 kg),81.02
19,Uva de mesa (€/100 kg),66.5
20,HORTALIZAS,
21,Acelga (€/100kg),56.02466106812252
22,Ajo (€/100kg),155.61391828707426
23,Alcachofa (€/100kg),152.69934574490324
24,Berenjena (€/100 kg),18.91468025454514
25,Brócoli (€/100 kg),39.76382391343617
26,Calabacín (€/100 kg),21.837846992285215
27,Cebolla (€/100 kg),16.926953785299297
28,Champiñón (€/100kg),153.1029644639871
29,Coliflor (€/100 kg),38.88241648312423
30,Col-repollo hoja lisa (€/100 kg),30.499077960577452
31,Escarola (€/100 kg),33.59024603048946
32,Espinaca (€/100 kg),135.99244360361556
33,Haba verde (€/100 kg),116.5
34,Judía verde tipo plana (€/100 kg),132.31373082556593
35,Lechuga Romana (€/100 ud),21.82585092006277
