,PRODUCTOS,Semana45
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 45
4,,02/11-08/11
5,FRUTAS,
6,Clementina  (€/100 kg),31.2357095611993
7,Limón  (€/100 kg),33.89383739698692
8,Mandarina (€/100 kg),38.25474668502402
9,Naranja grupo Blancas (€/100 kg),25.96
10,Naranja grupo Navel (€/100 kg),25.13417459366397
11,Satsuma (€/100 kg),25.8901408928809
12,Manzana Golden (€/100 kg),53.77954442753079
13,Pera Blanquilla (€/100 kg),53.09952530313622
14,Pera Conferencia (€/100 kg),62.46500639020724
15,Melocotón (€/100 kg),145.5
16,Aguacate (€/100 kg),186.6120585002791
17,Caqui (€/100 kg),27.7557470176103
18,Granada (€/100 kg),61.47937002875388
19,Plátano (€/100 kg),98.03
20,Uva de mesa (€/100 kg),66.5
21,HORTALIZAS,
22,Acelga (€/100kg),61.0042224010325
23,Ajo (€/100kg),155.61391828707426
24,Alcachofa (€/100kg),168.52036299289767
25,Berenjena (€/100 kg),27.968166608659192
26,Brócoli (€/100 kg),44.92915765846061
27,Calabacín (€/100 kg),58.94766668273002
28,Cebolla (€/100 kg),18.08973226378934
29,Champiñón (€/100kg),152.9865707195175
30,Coliflor (€/100 kg),55.150552507564775
31,Col-repollo hoja lisa (€/100 kg),30.24289573985623
32,Escarola (€/100 kg),40.60936826168739
33,Espinaca (€/100 kg),145.4078260176215
34,Haba verde (€/100 kg),189
35,Judía verde tipo plana (€/100 kg),147.83848931424765
