,PRODUCTOS,Semana40
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 40
4,,28/09-04/10
5,FRUTAS,
6,Clementina  (€/100 kg),42.98051707031322
7,Limón  (€/100 kg),48.504102625117845
8,Naranja grupo Navel (€/100 kg),24.94774767624861
9,Satsuma (€/100 kg),23.404047730463265
10,Manzana Golden (€/100 kg),52.597742510525634
11,Pera Blanquilla (€/100 kg),51.341265380051205
12,Pera Conferencia (€/100 kg),64.34664963822851
13,Ciruela (€/100 kg),91
14,Melocotón (€/100 kg),97.61737077862304
15,Nectarina (€/100 kg),80
16,Aguacate (€/100 kg),257.40464967089997
17,Caqui (€/100 kg),29.500000000000004
18,Granada (€/100 kg),60.0895848365612
19,Higo (€/100 kg),231.8247208176419
20,Plátano (€/100 kg),81.43
21,Uva de mesa (€/100 kg),63.82451526217197
22,HORTALIZAS,
23,Acelga (€/100kg),53.738486429189095
24,Ajo (€/100kg),157.95696294503736
25,Alcachofa (€/100kg),64.1
26,Berenjena (€/100 kg),33.67295235522164
27,Calabacín (€/100 kg),58.81119727423774
28,Cebolla (€/100 kg),18.03108584797512
29,Champiñón (€/100kg),155.37870568988743
30,Coliflor (€/100 kg),51.73154832250265
31,Col-repollo hoja lisa (€/100 kg),28.213855497593308
32,Espárrago (€/100 kg),220
33,Judía verde tipo plana (€/100 kg),174.21428930515773
34,Lechuga Romana (€/100 ud),23.039912723723013
35,Melón Piel de Sapo (€/100 kg),39.75801813875277
