,PRODUCTOS,Semana22
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 22
4,,25/05 - 31/05
5,FRUTAS,
6,Limón  (€/100 kg),65.9732178104677
7,Naranja - Grupo Blancas (€/100 kg),45.873069695897144
8,Manzana Golden (€/100 kg),52.34523097700024
9,Albaricoque (€/100 kg),72.82231192796571
10,Cereza (€/100 kg),279.1313596262029
11,Melocotón (€/100 kg),84.04222926005961
12,Nectarina (€/100 kg),89.43783718830626
13,Aguacate (€/100 kg),213.99877457695794
14,Níspero (€/100 kg),102.29741138215955
15,Plátano (€/100 kg),35.34
16,HORTALIZAS,
17,Acelga (€/100kg),57.46743674146437
18,Ajo (€/100kg),177.64530954473022
19,Alcachofa (€/100kg),69.19973238180197
20,Berenjena (€/100 kg),19.775428007181333
21,Calabacín (€/100 kg),25.243988612756795
22,Cebolla (€/100 kg),13.471689823551502
23,Champiñón (€/100kg),178.02369741240753
24,Coliflor (€/100kg),86.32146449201005
25,Col-repollo (€/100kg),26.37759109753437
26,Escarola (€/100 ud),45
27,Espárrago (€/100kg),113.31524152501828
28,Fresa (€/100 kg),97.3511869833259
29,Haba verde (€/100 kg),63.394416575790615
30,Judía verde tipo plana (€/100 kg),169.45321000414845
31,Lechuga Romana (€/100 ud),24.327259749692615
32,Pepino (€/100 kg),33.02460903698963
33,Pimiento verde tipo italiano (€/100 kg),46.481668011103075
34,Puerro (€/100 kg),48.14022001143511
35,Sandía (€/100 kg),53.331071699065895
