,PRODUCTOS,Semana08
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 08
4,,17 - 23/02
5,FRUTAS,
6,Clementina  (€/100 kg),61.5
7,Limón  (€/100 kg),40.359103998952804
8,Naranja  (€/100 kg),28.805540047048538
9,Aguacate (€/100 kg),231.6776945740241
10,Manzana Golden (€/100 kg),38.69612824093751
11,Pera Blanquilla  (€/100kg),66.84445040410098
12,Plátano (€/100 kg),17.18
13,HORTALIZAS,
14,Acelga (€/100kg),52.51303219106958
15,Alcachofa (€/100kg),58.2137320952998
16,Berenjena (€/100 kg),29.66443800408888
17,Calabacín (€/100 kg),22.348836732999366
18,Cebolla (€/100 kg),8.66816089351747
19,Champiñón (€/100kg),171.33863469298018
20,Coliflor (€/100kg),33.7839428400419
21,Col-repollo (€/100kg),32.21152382928686
22,Escarola (€/100 ud),32.069706561160565
23,Espinaca (€/100 kg),88.46558969276509
24,Fresa (€/100 kg),145
25,Haba verde (€/100 kg),99.93136472466082
26,Judía verde tipo plana (€/100 kg),177.1823741943498
27,Lechuga Romana (€/100 ud),22.2121801991675
28,Pepino (€/100 kg),46.984650818612685
29,Pimiento verde tipo italiano (€/100 kg),78.32459167939895
30,Puerro (€/100 kg),60.57859759288331
31,Tomate liso (€/100 kg),57.0101655499854
32,Zanahoria (€/100 kg) ,21.669630083793173
33,Patata (€/100 kg) ,22.75128892555166
34,,
35,,
