,PRODUCTOS,Semana02
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 02
4,,6 - 12/01
5,FRUTAS,
6,Clementina  (€/100 kg),38.40393902844272
7,Limón  (€/100 kg),40.04423910663455
8,Naranja  (€/100 kg),24.62290011696343
9,Aguacate (€/100 kg),217.71397952901336
10,Manzana Golden (€/100 kg),37.54457853908571
11,Pera Blanquilla  (€/100kg),62.006281324521225
12,Plátano (€/100 kg),28.71
13,HORTALIZAS,
14,Acelga (€/100kg),49.57252058016465
15,Alcachofa (€/100kg),102.74493144586894
16,Berenjena (€/100 kg),86.65976911089238
17,Calabacín (€/100 kg),86.42092877417655
18,Cebolla (€/100 kg),11.691346403869156
19,Champiñón (€/100kg),173.15602398629431
20,Coliflor (€/100kg),54.233868910891125
21,Col-repollo (€/100kg),32.17578812316716
22,Escarola (€/100 ud),46.90329083046901
23,Espinaca (€/100 kg),101.34124830393488
24,Fresa (€/100 kg),234
25,Haba verde (€/100 kg),127.08510473235064
26,Judía verde tipo plana (€/100 kg),178.66629669762642
27,Lechuga Romana (€/100 ud),27.42903470715835
28,Pepino (€/100 kg),47.98966825412481
29,Pimiento verde tipo italiano (€/100 kg),72.01978897388553
30,Puerro (€/100 kg),57.551869977644856
31,Tomate liso (€/100 kg),62.208178229073674
32,Zanahoria (€/100 kg) ,19.000000000000004
33,Patata (€/100 kg) ,18.653299034208867
34,,
35,,
