,PRODUCTOS,Semana24
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 24
4,,08/06 - 14/06
5,FRUTAS,
6,Limón  (€/100 kg),52.58
7,Naranja - Grupo Blancas (€/100 kg),47.44629713991947
8,Manzana Golden (€/100 kg),62.2
9,Albaricoque (€/100 kg),83.772036876397
10,Cereza (€/100 kg),200.2140680783571
11,Ciruela (€/100 kg),64.48739413658868
12,Melocotón (€/100 kg),68.62242537060702
13,Nectarina (€/100 kg),80.86777981416243
14,Aguacate (€/100 kg),217.99
15,Higo / breva (€/100 kg),223.14675848966993
16,Níspero (€/100 kg),156.29580778943566
17,Plátano (€/100 kg),31.7
18,HORTALIZAS,
19,Acelga (€/100kg),68.04556136261091
20,Ajo (€/100kg),161.40635653556544
21,Berenjena (€/100 kg),23.995884989754103
22,Calabacín (€/100 kg),26.017024046324526
23,Cebolla (€/100 kg),14.10880148785934
24,Champiñón (€/100kg),157.16834380530227
25,Coliflor (€/100kg),98.39918041814424
26,Col-repollo (€/100kg),23.905619997814522
27,Espárrago (€/100kg),108.43627563203351
28,Haba verde (€/100 kg),85.2232527251953
29,Judía verde tipo plana (€/100 kg),155.8044223940753
30,Lechuga Romana (€/100 ud),28.035565562699897
31,Melón Piel de Sapo (€/100 kg),67.03330927944256
32,Pepino (€/100 kg),33.55213460593983
33,Pimiento verde tipo italiano (€/100 kg),85.40176664278184
34,Puerro (€/100 kg),48.970916301921285
35,Sandía (€/100 kg),32.56776504255329
