,PRODUCTOS,Semana35
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 35
4,,17/08-23/08
5,FRUTAS,
6,Clementina  (€/100 kg),39.22167868169042
7,Limón  (€/100 kg),22.500000000000004
8,Naranja grupo Navel (€/100 kg),27.049999999999997
9,Satsuma (€/100 kg),24.700000000000006
10,Manzana Golden (€/100 kg),57.926471242382455
11,Pera Blanquilla (€/100 kg),55.33676821983274
12,Albaricoque (€/100 kg),112
13,Cereza (€/100 kg),225
14,Ciruela (€/100 kg),47.489346532477825
15,Melocotón (€/100 kg),73.18591567569223
16,Nectarina (€/100 kg),86.54248700348937
17,Aguacate (€/100 kg),326.06
18,Caqui (€/100 kg),26.5
19,Higo (€/100 kg),120.0969703300386
20,Plátano (€/100 kg),56.03
21,Uva de mesa (€/100 kg),66.17617192880058
22,HORTALIZAS,
23,Acelga (€/100kg),74.88260965590352
24,Ajo (€/100kg),131.64506874956916
25,Berenjena (€/100 kg),64.16721447600594
26,Calabacín (€/100 kg),36.61598375132462
27,Cebolla (€/100 kg),11.487706165607339
28,Champiñón (€/100kg),135.28675168308
29,Judía verde tipo plana (€/100 kg),159.75701999842894
30,Lechuga Romana (€/100 ud),19.5196396366103
31,Melón Piel de Sapo (€/100 kg),30.143194314889662
32,Pepino (€/100 kg),72.50097113134431
33,Pimiento verde tipo italiano (€/100 kg),66.5201066518227
34,Puerro (€/100 kg),51.673338637410495
35,Sandía (€/100 kg),25.77178374718469
