,PRODUCTOS,Semana01
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 01
4,,30/12-05/01
5,FRUTAS,
6,Clementina  (€/100 kg),35.84941440952141
7,Limón  (€/100 kg),41.22368031530546
8,Naranja  (€/100 kg),24.30247035865859
9,Aguacate (€/100 kg),215.70154532861326
10,Manzana Golden (€/100 kg),39.78239363861762
11,Pera Blanquilla  (€/100kg),62.006281324521225
12,Plátano (€/100 kg),33.57
13,HORTALIZAS,
14,Acelga (€/100kg),48.84123872990984
15,Alcachofa (€/100kg),93.87061616431048
16,Berenjena (€/100 kg),35.60773302639656
17,Calabacín (€/100 kg),43.056756766417855
18,Cebolla (€/100 kg),10.493698588785751
19,Champiñón (€/100kg),173.1426399616628
20,Coliflor (€/100kg),47.02541305144815
21,Col-repollo (€/100kg),31.03792472842758
22,Escarola (€/100 ud),47.3625455443765
23,Fresa (€/100 kg),363
24,Haba verde (€/100 kg),116.90250243743907
25,Judía verde tipo plana (€/100 kg),173.74078443261098
26,Lechuga Romana (€/100 ud),26.886138828633406
27,Pepino (€/100 kg),44.66017446775534
28,Pimiento verde tipo italiano (€/100 kg),74.58308757583751
29,Puerro (€/100 kg),58.50866862937521
30,Tomate liso (€/100 kg),54.29277986950137
31,Zanahoria (€/100 kg) ,19.000000000000004
32,Patata (€/100 kg) ,18.000610765111176
33,,
34,,
35,,
